           time              x              y              z             vx             vy             vz            yox            yoy            yoz             mi            Ix0            CG0             p0
     0.58500000   364.07050295   362.41517131    -0.01651894   611.72248666   606.09434219    -0.04679470     0.00000130    -0.00000130     0.00015762    19.81683654     0.03730300     0.40449136  1977.75142500
     0.59000000   367.12869175   365.44510099    -0.01675330   611.55315230   605.87765089    -0.04694892     0.00000131    -0.00000130     0.00015906    19.81679481     0.03730054     0.40446445  1977.58839588
     0.59500000   370.18603572   368.47394907    -0.01698842   611.38455634   605.66170488    -0.04709906     0.00000131    -0.00000131     0.00016050    19.81675155     0.03729808     0.40443754  1977.42545368
     0.60000000   373.24253840   371.50171914    -0.01722428   611.21660717   605.44641331    -0.04724513     0.00000131    -0.00000131     0.00016194    19.81670701     0.03729562     0.40441062  1977.26259822
     0.60500000   376.29820243   374.52841387    -0.01746086   611.04904255   605.23151632    -0.04738717     0.00000132    -0.00000132     0.00016339    19.81666182     0.03729316     0.40438371  1977.09982935
     0.61000000   379.35302902   377.55403451    -0.01769815   610.88159809   605.01675200    -0.04752523     0.00000132    -0.00000132     0.00016483    19.81661666     0.03729070     0.40435679  1976.93714698
     0.61500000   382.40701844   380.57858143    -0.01793611   610.71417571   604.80202318    -0.04765933     0.00000133    -0.00000133     0.00016628    19.81657176     0.03728824     0.40432987  1976.77455104
     0.62000000   385.46017094   383.60205493    -0.01817473   610.54685885   604.58741251    -0.04778946     0.00000133    -0.00000133     0.00016773    19.81652691     0.03728578     0.40430295  1976.61204147
     0.62500000   388.51248762   386.62445617    -0.01841400   610.37989799   604.37316799    -0.04791558     0.00000134    -0.00000133     0.00016918    19.81648150     0.03728332     0.40427602  1976.44961816
     0.63000000   391.56397095   389.64578766    -0.01865388   610.21355214   604.15954601    -0.04803765     0.00000134    -0.00000134     0.00017063    19.81643487     0.03728086     0.40424910  1976.28728099
     0.63500000   394.61462436   392.66605286    -0.01889437   610.04793023   603.94665434    -0.04815567     0.00000134    -0.00000134     0.00017208    19.81638675     0.03727840     0.40422217  1976.12502976
     0.64000000   397.66445138   395.68525534    -0.01913543   609.88297683   603.73443799    -0.04826963     0.00000135    -0.00000135     0.00017353    19.81633727     0.03727594     0.40419524  1975.96286430
     0.64500000   400.71345489   398.70339802    -0.01937706   609.71848321   603.52269023    -0.04837957     0.00000135    -0.00000135     0.00017499    19.81628697     0.03727347     0.40416830  1975.80078445
     0.65000000   403.76163657   401.72048262    -0.01961922   609.55420862   603.31117271    -0.04848554     0.00000136    -0.00000135     0.00017645    19.81623643     0.03727101     0.40414137  1975.63879010
     0.65500000   406.80899709   404.73650987    -0.01986191   609.39000155   603.09973544    -0.04858757     0.00000136    -0.00000136     0.00017791    19.81618604     0.03726855     0.40411443  1975.47688116
     0.66000000   409.85553661   407.75148001    -0.02010509   609.22581075   602.88832770    -0.04868567     0.00000136    -0.00000136     0.00017937    19.81613593     0.03726609     0.40408749  1975.31505758
     0.66500000   412.90125529   410.76539327    -0.02034876   609.06167897   602.67699177    -0.04877983     0.00000137    -0.00000136     0.00018083    19.81608598     0.03726363     0.40406055  1975.15331930
